,joshgroban
2660,21001534
2661,1471444401293565953
2662,1471402611425386502
2663,1252674529
2664,292788348
2665,1325544902692917248
2666,1357098344968056836
2667,2994016062
2668,1430685892742627331
2669,1245950110007083009
2670,1471265619874041857
2671,868149658673192961
2672,184364121
2673,1456669899980427267
2674,1457202822974296064
2675,1470898141763448836
2676,2187046582
2677,395591864
2678,1323423263175942145
2679,2259623185
2680,1425724155475943427
2681,1465207099756011532
2682,2349574374
2683,1105388348
2684,2957692545
2685,1454198086801272834
2686,1470893728617353224
2687,1470616825239117824
2688,1505365423
2689,1439744747925557249
2690,1034971160
2691,1182915255975809024
2692,1470554225931288578
2693,1468706494422081539
2694,1463716709005594631
2695,1110910680008253442
2696,1449432868162244614
2697,535098409
2698,1449540636185665539
2699,1449006052368916483
2700,1469448795318636554
2701,26947099
2702,712593729132036096
2703,1466064528228200449
2704,1165077201907322881
2705,153223293
2706,856166446971449344
2707,1450498254727258116
2708,1439166090278473736
2709,1110821138593169408
2710,1453376101221224455
2711,1008176361117188096
2712,1098474706158661632
2713,380140930
2714,1318166632355844098
2715,842364589
2716,1417869668828827659
2717,1463533001585750030
2718,1461619590283341826
2719,1470081413554872326
2720,795566068962066432
2721,1436734512130576390
2722,1076436205896577025
2723,2842685434
2724,14358350
2725,609425460
2726,1466231451238731779
2727,4149585613
2728,1466458182360907778
2729,1469949825609355271
2730,123233792
2731,174963913
2732,1469857785835892736
2733,2649543650
2734,1171527212698202117
2735,1464696150498455564
2736,243346939
2737,1420842075931742208
2738,40298110
2739,281644059
2740,1467864620975202304
2741,1058527490606592000
2742,381114567
2743,2876242122
2744,1466501314712686592
2745,1468124489867218944
2746,1463527410796691458
2747,1468876518894018563
2748,235383802
2749,1442844491598254086
2750,1469292898168582149
2751,961492584152485888
2752,1182817469188067334
2753,1456448511411695627
2754,1469038846981685258
2755,1469030970808438784
2756,1469023121395048449
2757,1468309358568427520
2758,30504195
2759,919012066031046656
2760,1324922310
2761,39837477
2762,1442913211590774784
2763,109000861
2764,741833690
2765,1461130942882488325
2766,310092855
2767,1257844616067461121
2768,909576878943502342
2769,1441944274371694595
2770,65061164
2771,1468780995528716289
2772,139617012
2773,963860179115798528
2774,1468681172586696706
2775,43173254
2776,1468657518197055501
2777,1468565775728676867
2778,1468621560097701888
2779,1384722115161694210
2780,1468598820473032705
2781,1465142986183004160
2782,2972601581
2783,1361416335025188870
2784,993217886545039361
2785,1468078838307762181
2786,769603519481458689
2787,116706286
2788,828356402804428800
2789,1467240198346092550
2790,1468356843278069760
2791,1426300352958246913
2792,947883026
2793,2972364412
2794,1463145066701017094
2795,1467197358760996866
2796,65265119
2797,1468228915969736706
2798,129265548
2799,1151619936
2800,1307854470
2801,1468086571404386305
2802,1459191396309651461
2803,1463732010669776900
2804,321046274
2805,189171620
2806,594995377
2807,1162348006940860416
2808,1464009663519891459
2809,1466643384811110406
2810,1467928956477362185
2811,1467902340254601232
2812,1467892323459678215
2813,1420870446858256392
2814,1944502183
2815,1443377668913709056
2816,1394995940025638917
2817,1467340543164403716
2818,1447567345371652097
2819,1224805957026418690
2820,1467426948783636482
2821,966671401124995072
2822,1467584807936962560
2823,211088539
2824,1457721345538670596
2825,88346596
2826,720679591485054976
2827,1466961730257362948
2828,1467325369921462272
2829,1270610629879951362
2830,1466993783543848962
2831,1555647312
2832,927621354
2833,975426786
2834,1124427521666289664
2835,2799454896
2836,70966948
2837,2702156621
2838,102479000
2839,1384543504114884608
2840,1338085820448690176
2841,893185380
2842,193063771
2843,1439967218352132103
2844,1137699054664556544
2845,1449347792049111041
2846,1467009331514286086
2847,1735317638
2848,1159604891867893760
2849,798259619776888832
2850,3171764295
2851,1158295415600627712
2852,1466815491939319810
2853,4109640772
2854,1480152648
2855,1651900916
2856,1466670277115404289
2857,21411091
2858,1463510090246463503
2859,706616481
2860,1466553117516906498
2861,1466606925081100289
2862,1445035140053356553
2863,19321157
2864,1431419557466550272
2865,1290745487188996097
2866,1163640277279621122
2867,1462705169011916802
2868,1349486828928315393
2869,1466511489741864962
2870,282465258
2871,1270771448441954304
2872,1463852855790645260
2873,1130055943079833601
2874,1420438975282651137
2875,65533317
2876,1444778753301884931
2877,1371604889625841676
2878,1466186663978221572
2879,1466121252326850564
2880,1406648094339522561
2881,1013184522433847296
2882,184823922
2883,1455993884039958531
2884,1465941507672842242
2885,1465762293585780749
2886,1465877977821069313
2887,162608851
2888,1464971082256068611
2889,22034090
2890,1196527091795156992
2891,1465209277858070530
2892,1447022465830596608
2893,1465749676892864521
2894,1431461233807564802
2895,1429551282990329856
2896,47736980
2897,1434337249613598720
2898,989964716612112384
2899,65564841
2900,2569849909
2901,83506880
2902,19885991
2903,863749485708664833
2904,173957008
2905,1465513302071652353
2906,237127492
2907,923145709
2908,1260349005181054976
2909,1465429849250488323
2910,1242233644233699330
2911,3100359565
2912,1357408658
2913,969128644172857344
2914,419288999
2915,3138424348
2916,1465364143486251017
2917,75353351
2918,198795370
2919,52946445
2920,3290377194
2921,22787259
2922,910084736349097985
2923,776584818012323842
2924,1213994260992647168
2925,406533561
2926,201665105
2927,35876663
2928,531336649
2929,135769842
2930,459027401
2931,25543795
2932,2681683980
2933,1011563138469322752
2934,32611229
2935,39289837
2936,1329828213925752832
2937,528632322
2938,1465089560858308613
2939,777963973593489408
2940,324687933
2941,1381765650713079810
2942,1446165813191454724
2943,1465067346238840832
2944,1465048669091213323
2945,187835686
2946,175821394
2947,24113098
2948,1308938849238749184
2949,245840804
2950,24555901
2951,2881956507
2952,1614400592
2953,1358994040461664257
2954,613796686
2955,3821029401
2956,1426700217848635393
2957,1410681434507993091
2958,1464899365638656001
2959,1052521319026184193
2960,1462113363488555011
2961,1371858374980210695
2962,1463533823111491590
2963,1464818621989851138
2964,16472405
2965,32766222
2966,1464686152582107137
2967,1383012332863942658
2968,618340837
2969,1305542666180993032
2970,76674447
2971,1452441825608937479
2972,1005983793898016768
2973,4842029259
2974,1464658864968773641
2975,728631586242088960
2976,1462269139356114948
2977,34613140
2978,94584905
2979,1287199668229877761
2980,4829175059
2981,2352431585
2982,1460380781252169729
2983,46696307
2984,3259205100
2985,941346738429886465
2986,863108550591078400
2987,1452607788295671808
2988,1036652896467726336
2989,1445103029255131143
2990,1464302738356207616
2991,1463747032103985152
2992,1453859066321719301
2993,1458373218478313481
2994,1464263451463892999
2995,1461288970944352258
2996,2896050302
2997,1380467298926923777
2998,1348409474588045315
2999,102801944
3000,2228843018
3001,1628094139
3002,1333770097576476672
3003,1452627440363352067
3004,1010947125927129093
3005,1179513329980706816
3006,1458975427029082112
3007,702877074
3008,23843881
3009,1463716725883559945
3010,1430768682121240576
3011,1358796982953930754
3012,834716150
3013,1463716781831430155
3014,310539542
3015,1463141807752024067
3016,1461311471112101889
3017,125265451
3018,1463003631146336257
3019,35192912
3020,59414029
3021,103904730
3022,1086045915394310144
3023,1461624887458480130
3024,1463284642673352706
3025,727040497802309632
3026,1463248043801600004
3027,1458912166740992009
3028,1355911538113179652
3029,1043366660
3030,1126172008557862914
3031,1229657095
3032,1462890432937877504
3033,1516861256
3034,45364382
3035,1462866376943493122
3036,1423933764
3037,915655147224739842
3038,1304909691559055361
3039,1461484845540864002
3040,3053132365
3041,532275844
3042,1462169038876938241
3043,1432836827275149316
3044,1340470024482545665
3045,1398316841483780097
3046,1297440906799460352
3047,1458729710297432066
3048,1355970123845218310
3049,1879442701
3050,1462437615903272962
3051,1288590214303223809
3052,2418280385
3053,1462137224816906245
3054,1456254907628105729
3055,1372177508251107354
3056,1462018897884983301
3057,1435937247535247360
3058,1002360951943913473
3059,1461613154056744962
3060,1370890157910528002
3061,1195761508719976450
3062,211993625
3063,1116038434412474369
3064,1084508303286304769
3065,733916031580831745
3066,353062444
3067,1261310209953234946
3068,1461841752847966212
3069,1461822904153296911
3070,1460387540297338881
3071,3594987255
3072,1458477506051330057
3073,1461727651442294787
3074,917212931523334144
3075,1461687971246186516
3076,186829656
3077,1461529828553900032
3078,1382128461494501377
3079,924317729594728448
3080,19912367
3081,1461518708745121794
3082,1461499247459647490
3083,536817067
3084,66088385
3085,1435726721139953666
3086,927603146439917568
3087,1262771835361353728
3088,1189177171274878977
3089,1190621029690957824
3090,1364982512997474307
3091,1189017169717280768
3092,54923163
3093,4443949872
3094,1256399604888801283
3095,1459657847944450048
3096,1427354045786824704
3097,1461114808703537153
3098,1442479898652598280
3099,2232142063
3100,1042520620355993602
3101,1350268869701722114
3102,800383313219239936
3103,1461033661390733312
3104,489520669
3105,1248368679865257990
3106,1450350392278077444
3107,764385050590744576
3108,1186476053964836865
3109,1385867428056375299
3110,719598077842219008
3111,1658858868
3112,1328389663011303424
3113,1460836844543827973
3114,1394680692437626881
3115,49332495
3116,1453503192621363203
3117,1455946004969230340
3118,1127025232391409669
3119,1460577942141030407
3120,1360709628150046723
3121,1004913423136837634
3122,1403363760
3123,1452334680137682953
3124,1455757282726367233
3125,1159585417030537216
3126,1294847507936108544
3127,1460125720269701120
3128,49986516
3129,789223386715136000
3130,1460411130044719106
3131,1426996485435002880
3132,1430924687656341510
3133,1427318360983887872
3134,1313177141442490368
3135,1422269820691693574
3136,3848473462
3137,1369120603966410753
3138,1167601291758993408
3139,171454001
3140,1397290682100817924
3141,1460030553395183622
3142,1253115801990766592
3143,1367780412
3144,1458299990883934210
3145,2924742668
3146,1459375219903287297
3147,1141127236042534913
3148,128054259
3149,369232866
3150,1459928006449942528
3151,1353119642005483525
3152,2887308121
3153,1272980058655858690
3154,1398586865943343109
3155,1459731641019084804
3156,128863593
3157,135685611
3158,2979292803
3159,1456002464268886019
3160,1108785406097661952
3161,1458175676457136128
3162,1868489012
3163,2881501333
3164,1440502438423719946
3165,2434463359
3166,1459348505940606984
3167,1318700285959802881
3168,784529145166454784
3169,1327078817731653635
3170,1450647766628245506
3171,1459218605426589705
3172,16787980
3173,1458234229234573313
3174,1013571836460888064
3175,993667753289580544
3176,1452074721474920451
3177,1439707277762703367
3178,840732603305025537
3179,1458921301729427481
3180,1458859068794322949
3181,1404798550576406540
3182,1187120520
3183,979482045264019456
3184,1458836995539537921
3185,1452855867011997698
3186,1458634263696318465
3187,1309234516947419136
3188,1454726007353757704
3189,1458771901061423110
3190,206403925
3191,1368350689869565958
3192,1458649644377034756
3193,1458636982746181634
3194,2584502186
3195,1426054780317683716
3196,2750906111
3197,1457091686925013007
3198,2787297884
3199,335936226
3200,566098667
3201,1227245641082064897
3202,1446312223408734210
3203,1517175235
3204,800315379411075072
3205,21604191
3206,1103664076423643136
3207,1458289385556877315
3208,146548727
3209,624665330
3210,43063148
3211,1458312179812212738
3212,1457177855054336002
3213,1011006527216455680
3214,1372856510993207297
3215,2944243505
3216,3556094595
3217,1457866185316265985
3218,1458143504501182468
3219,1388301335372652544
3220,173547404
3221,973379786423898112
3222,1457633935920406530
3223,1352405397362110473
3224,1365382644993646594
3225,1070104750534873101
3226,1206386347038126081
3227,1426694346456326153
3228,1229550540717092864
3229,1446385264033738763
3230,1457740176059420679
3231,28636108
3232,1457605031289622528
3233,1457556689855582208
3234,945333356568502272
3235,21750521
3236,1323174910898905088
3237,1457443653366915078
3238,1425458424557576196
3239,1092053371320786944
3240,276213865
3241,3302517347
3242,1424554171089489926
3243,1457226395432943617
3244,1456194953403633666
3245,1457304268080361475
3246,15781518
3247,46257738
3248,1455595004001337346
3249,2283777423
3250,51612400
3251,1381723945884397569
3252,1457149814324359177
3253,540437512
3254,1449736970612076550
3255,775411257675550720
3256,928820092418347008
3257,572250374
3258,1436894392237821953
3259,1380984415900286981
3260,1056395656758063105
3261,1453522010953469954
3262,471617311
3263,1454196306839224322
3264,1456695090106322949
3265,1456810306878025732
3266,1193360624
3267,626488249
3268,822605778364362753
3269,67711356
3270,1353807097
3271,3185730704
3272,899385615149649924
3273,42748732
3274,1456387860970582019
3275,117236306
3276,1424419384303423490
3277,1456262769477488659
3278,1196003919249448960
3279,3403590939
3280,1261844566380089344
3281,1456036757414187012
3282,839395357
3283,948349820
3284,1455970414530752514
3285,1456006261321895943
3286,1455897091910344706
3287,1455328348146634755
3288,1162757199082299393
3289,1455906781515984905
3290,1455912389619200001
3291,23892704
3292,1455887321799151617
3293,908469488445804546
3294,1453137069128048643
3295,1453256788833415172
3296,715671349
3297,351198392
3298,3045539790
3299,1311048320559833088
3300,1455354497929252873
3301,1337720148757766144
3302,1455609597922795528
3303,1367616782798782469
3304,1455217912214589449
3305,1455558202645483525
3306,1364413220614787076
3307,1424292106529656835
3308,1455125340205035523
3309,1455221817287843842
3310,1455264697251401728
3311,87352567
3312,1097523600930848774
3313,976250201324302336
3314,1452318206396358657
3315,1095909140470259712
3316,2575782012
3317,1448850075615039495
3318,583951801
3319,1454751355315367937
3320,14780308
3321,1246408004813160449
3322,1449103980638973954
3323,1448875478098452480
3324,1447802169223094274
3325,786836560750804993
3326,237775150
3327,4466751072
3328,1454527817828511746
3329,22323657
3330,1337761277331038208
3331,3828369615
3332,1299491036062908416
3333,19781657
3334,1385860201190854658
3335,915886837
3336,976166506206826496
3337,17794657
3338,48413244
3339,20238293
3340,1170519483229908993
3341,1234464114556231680
3342,1344813093629685769
3343,1021515963261485057
3344,3147946475
3345,1196454638616285184
3346,824102103832403968
3347,282154051
3348,41896429
3349,1365417695236210688
3350,1176504463873363969
3351,1453953996549333001
3352,1023635042948587521
3353,284276437
3354,16522575
3355,1252432557058162688
3356,740564771011956736
3357,1334270774224560131
3358,342842202
3359,430866831
3360,331412511
3361,41436728
3362,1199762542622576640
3363,1100925996214222848
3364,1409684858578759717
3365,1453791377913909252
3366,1453743327849771009
3367,4131556990
3368,443229603
3369,1671041616
3370,1377064813340295169
3371,135957401
3372,411676410
3373,1348828333946114049
3374,2359256511
3375,880892342257037312
3376,2815251823
3377,1377758208731852804
3378,20874921
3379,1444615641407766538
3380,4251452597
3381,1451522948188282928
3382,757830809935974400
3383,1453404755825500164
3384,3040529886
3385,1274083973711515653
3386,2514327228
3387,1453391534238408706
3388,1453388700402991110
3389,1171784975248764929
3390,1264918778
3391,1309645027946254337
3392,1076136707559485440
3393,40804719
3394,947803543632797696
3395,132671366
3396,766670186
3397,1102631496614113281
3398,86977376
3399,1450356636493692936
3400,949411279445381120
3401,1453295132049133570
3402,395255575
3403,1260951475204825090
3404,21788346
3405,558748511
3406,1236006372959023105
3407,1252414105958387712
3408,1407059547924074496
3409,1158579060643119106
3410,1453077935691218948
3411,277239372
3412,1453212560551972864
3413,446575021
3414,1326721286
3415,785199361441562624
3416,1432292066554384386
3417,1098191629264003072
3418,2289001477
3419,3122300590
3420,1328407091921395713
3421,43042047
3422,1386720204546351108
3423,3308010372
3424,184528367
3425,2904004908
3426,1085691057143275520
3427,42706082
3428,766651777693388800
3429,609215659
3430,1298822187818856448
3431,1448728681485148160
3432,305426308
3433,1135453686
3434,1418847301003620354
3435,309663248
3436,887907553
3437,1451992446800379904
3438,1272126457377107968
3439,1446524450711773201
3440,1283325150214193152
3441,246022171
3442,2578530049
3443,61503168
3444,601370047
3445,2372952694
3446,1072371698
3447,1320882150816661505
3448,903290144899436544
3449,456689049
3450,1031251738672750592
3451,518552760
3452,66260675
3453,16224590
3454,3998847438
3455,707249591998148608
3456,1201576457245360129
3457,1007761096042835968
3458,1425269255076028422
3459,1264199776754597888
3460,2960569623
3461,3359334513
3462,1452946238857519106
3463,1450361495200546818
3464,49771523
3465,967915365203435520
3466,3733615097
3467,1058030199508557824
3468,1382098111368204290
3469,1452700741030850567
3470,1433476390913970176
3471,877938946092806144
3472,1447937334775795719
3473,1437848162408992784
3474,2331929989
3475,1281915564907040768
3476,31184987
3477,19890917
3478,1452390426871271427
3479,797977859964932096
3480,890628581482737678
3481,1436502352140328965
3482,1062633846540242944
3483,1233610702012567553
3484,173277594
3485,26156052
3486,1373242188172247042
3487,1452069735466770433
3488,1258328222376300544
3489,2548558514
3490,85453420
3491,19952129
3492,1438227546253012997
3493,1444747439945175050
3494,321383505
3495,40182735
3496,3004357219
3497,1451639260151525376
3498,1243320512
3499,1451652170940624900
3500,1451201403234381847
3501,1450552235113451520
3502,1377544610214469632
3503,1165994059296645120
3504,1332781802046566400
3505,1427940089116733442
3506,1451438760520998917
3507,1242868614048428034
3508,24170050
3509,1450977566945329159
3510,219261982
3511,1443378448307826693
3512,1447974302851256320
3513,199545856
3514,1415796470524137472
3515,1266056803089108993
3516,992075377
3517,1107355324946612224
3518,1451181725107855362
3519,1275484503587389440
3520,1450400599699304450
3521,4765747344
3522,2909500591
3523,1245723479619428353
3524,518150694
3525,1295493079697260545
3526,1445431891230957574
3527,1324255030166364161
3528,1445574848743309318
3529,1444882262403661830
3530,199761841
3531,1153462632210239488
3532,45748100
3533,1352005625467854848
3534,1424390089539469312
3535,1445090503419170816
3536,1450464947557777416
3537,1449483702061391879
3538,1208763209324253184
3539,2303711298
3540,392477335
3541,1384227314175672328
3542,20358450
3543,1449993713137045508
3544,1450142995005771781
3545,1450106060258357260
3546,1438481966706348038
3547,98337117
3548,1439758426758918149
3549,2149207500
3550,1159029813136515074
3551,1444091591539441671
3552,2832270751
3553,1443716140115456001
3554,1449234293566410752
3555,2198921401
3556,84062649
3557,800475369434288128
3558,1340002923636527109
3559,1428926385825984513
3560,1007573105609465856
3561,1448854462873940002
3562,869920121967566848
3563,1449467225304412161
3564,1428061373062385670
3565,490507816
3566,315953042
3567,2209380246
3568,1445054960228605967
3569,154234551
3570,1433628370823270400
3571,702696887284068353
3572,1448749916235329541
3573,1406899889678675969
3574,1449197685312004098
3575,1447343577328087041
3576,1448326818931617800
3577,1316197718549688320
3578,1437580813139329028
3579,1074449404432662528
3580,1225106851425062913
3581,928218574891765760
3582,429977041
3583,1658525616
3584,1444404018621583365
3585,953402480225906689
3586,361999939
3587,1406525166629367808
3588,339702833
3589,1295044694087471106
3590,1448401531439566849
3591,796043185029906432
3592,1445079757712879618
3593,1447726473977159681
3594,1448654370338263052
3595,322269498
3596,486811293
3597,1446236892194816003
3598,1429724759852404738
3599,1434885461491789825
3600,1448463389840355331
3601,1448459184232706048
3602,930921577973272578
3603,1346855754691715074
3604,296699994
3605,1448405839904219145
3606,1448391644311662593
3607,1441492137695084547
3608,908867741314031616
3609,1448296913196011522
3610,841369018237763584
3611,547358347
3612,40301842
3613,1232595401435271168
3614,1448000003704774656
3615,34655611
3616,2196189667
3617,17024471
3618,1325973772663394304
3619,948291764
3620,1445076715399745549
3621,830544277608529921
3622,1107573399541305344
3623,3396344175
3624,606938836
3625,571183418
3626,43282782
3627,804427304
3628,1447366091295051776
3629,705271615571886080
3630,17843816
3631,1369478710265442304
3632,4039194244
3633,1447640446650490884
3634,1113196310
3635,1447422175842078721
3636,1447547504610840584
3637,1447114691612790790
3638,1065764119649775617
3639,1425874801449598977
3640,1034933019323375618
3641,1447364050120286209
3642,1442637534039711744
3643,775942422966575104
3644,1371909875916283916
3645,1447274530335035407
3646,131016679
3647,1388712697
3648,1445186190114803715
3649,1253714744827170816
3650,1024366540068741121
3651,1445870315838525442
3652,1292764504858587139
3653,1215143504265011200
3654,1105610344653701120
3655,1446499868017451008
3656,525725211
3657,1446100888603353093
3658,1443647517326024708
3659,1952827922
3660,419239999
3661,1374051865294409730
3662,925413241831825408
3663,3192511104
3664,1425731458996506626
3665,1446052336665862144
3666,1401823980722458629
3667,1441376114790727688
3668,1446140597312446471
3669,1444389680858943498
3670,1446524769902419969
3671,1266391697690247169
3672,1114766290583875585
3673,1436325117810724864
3674,2791686071
3675,430960239
3676,1446386870615695362
3677,1445982296688021504
3678,791350708989747200
3679,281342584
3680,760597375073345536
3681,233817115
3682,1440335923363782657
3683,1188595381158006784
3684,766491622976720898
3685,708514603
3686,1445527049079119873
3687,1304545916200693760
3688,77290606
3689,608543654
3690,1370711909595418625
3691,1063315221056380928
3692,1445923602524786689
3693,1424267259170623488
3694,1377642965661802497
3695,1445829021451816963
3696,995907794376130562
3697,289455434
3698,789366498082955264
3699,40898145
3700,1442418823248826377
3701,29768380
3702,22207968
3703,144951527
3704,1083734889495707649
3705,389131671
3706,1338262589999116288
3707,3080902129
3708,1095779979692933120
3709,3167021866
3710,1144376629084467201
3711,906597219351924736
3712,1445208370491887625
3713,1445188360142733317
3714,1445083289518153742
3715,1218165377882116097
3716,33418109
3717,1440008140754341890
3718,1445142215500734464
3719,1376303954695454720
3720,1445118945904807939
3721,1445108925121052678
3722,1445109723997552650
3723,3317484389
3724,1445082004337438739
3725,875022035923193857
3726,797007260354543616
3727,1443432186049409024
3728,1437806783586787330
3729,2437707481
3730,1277497285849411585
3731,1401366335645310986
3732,156459150
3733,740272637008433155
3734,26579845
3735,1444779978797711362
3736,1395955333395144705
3737,1369524317860618242
3738,1357449979929874432
3739,977537507092058112
3740,1441755270158315527
3741,39028144
3742,1602171642
3743,2369792996
3744,618659826
3745,1405232879764975619
3746,27143929
3747,1444504539781115910
3748,1367873030488088578
3749,1442016858241060875
3750,1390712701714935815
3751,1444397427155521543
3752,1430239407274090496
3753,1286081627513327617
3754,758489664089194497
3755,833560592690593792
3756,994898823649660929
3757,1377037220184522753
3758,1444073109028425732
3759,758060879472529408
3760,2276510935
3761,921732821919571971
3762,814224074
3763,1293609901848236044
3764,326955804
3765,180529784
3766,1443892772747030529
3767,23809659
3768,1373871305427128326
3769,1421630269849837574
3770,258614720
3771,919147188776660992
3772,1443707738937192483
3773,1069655716976357376
3774,1370563455791550466
3775,918600107788062721
3776,185206722
3777,1364832240170127362
3778,1441229998434623488
3779,129062000
3780,1443316836171501570
3781,1426007878024921090
3782,1412830971620171788
3783,1385423282762039299
3784,735693163
3785,1443391358979526664
3786,805655568207777792
3787,36768717
3788,1138986343868928001
3789,1163860941097844736
3790,1699130185
3791,373179857
3792,881446608910508032
3793,26698442
3794,1443263833183858702
3795,1300243590015143937
3796,146534444
3797,156864762
3798,1416326139291787266
3799,1443222485625970690
3800,1443058905769299970
3801,1204942905296605184
3802,1411800042722127872
3803,1216506109
3804,1415891241334501376
3805,1442879340392370177
3806,1413690641394008065
3807,1442674120785907712
3808,1337392207230365703
3809,1403836098552418309
3810,1407186852734390272
3811,1363607230315175947
3812,1346400151036825600
3813,316180084
3814,1053735756320116736
3815,736989217188937728
3816,49758779
3817,1044793942921949189
3818,27373678
3819,17883946
3820,1098679978147876864
3821,448851942
3822,905922831023824899
3823,1348844115283255299
3824,864347304630681600
3825,1441812493823668236
3826,876426559288209410
3827,1439996863583719424
3828,847705538
3829,930107052093005824
3830,373939551
3831,1441843865086947337
3832,340491630
3833,731230556881616896
3834,2393934918
3835,3340656374
3836,1394864214347436035
3837,434706682
3838,1322108566392754177
3839,33542759
3840,2830138148
3841,1435948770823311363
3842,1441821841916510209
3843,881815718924341248
3844,892196850933141505
3845,1415096741356056577
3846,229209823
3847,1101602381291315200
3848,16732301
3849,2609745789
3850,17910975
3851,190122562
3852,592006067
3853,52278015
3854,1204765864874119168
3855,1220088285327974401
3856,56451383
3857,928060541532327937
3858,1429338608796938246
3859,2346246733
3860,161445660
3861,621185237
3862,90070693
3863,84633223
3864,2892859462
3865,1110635440678322183
3866,3426333339
3867,1133846917375504384
3868,1389011744186634240
3869,1372732459293499395
3870,2866800285
3871,1432385043465392135
3872,58789539
3873,14464376
3874,948646933
3875,1016918763038314496
3876,1439002835094577153
3877,868696636461109248
3878,1442260396191019010
3879,1438887567567605760
3880,767900809044627456
3881,31277786
3882,1440554027553464331
3883,1319458092875120640
3884,1428031792876081154
3885,1442081495246524419
3886,353890055
3887,1042452480
3888,274724820
3889,1242965345457049602
3890,817881478327570432
3891,32407909
3892,1430911150942605314
3893,4692990516
3894,48524947
3895,820148629138612225
3896,1440523175683448841
3897,1103905816040468480
3898,48256733
3899,3685816102
3900,2393809118
3901,51359074
3902,16969495
3903,1591434500
3904,1048479384
3905,1441462643278106624
3906,1329446892258926603
3907,1425240726204526597
3908,1421944527795802112
3909,1435814011577241609
3910,3146564184
3911,1435796803815882757
3912,1438737540509577216
3913,473038579
3914,1435277052890943488
3915,1429452910480478216
3916,700170283
3917,1338178141605523460
3918,1441055339818876943
3919,3963568814
3920,1039185092432809986
3921,915420079
3922,1419239647251628043
3923,1440630527367659520
3924,1437139403978076160
3925,1417989284716589060
3926,1440396558625697799
3927,86991462
3928,2557249441
3929,1085097264547352576
3930,1407353729486053385
3931,298288292
3932,542634028
3933,1440560816168660993
3934,1440548023453450245
3935,4037425343
3936,1440480929659568131
3937,1416518130877308930
3938,1440429836204347400
3939,1301648106144972800
3940,379939927
3941,350754835
3942,94467449
3943,1438514728163176460
3944,477422102
3945,1350801114237698049
3946,704671219644104704
3947,1440332673268944904
3948,933307605325410304
3949,1439333235788587013
3950,26548053
3951,1391041930801422339
3952,40766680
3953,1440157906326884354
3954,852210106204921856
3955,1440144018927603712
3956,728786725
3957,1011970999917559808
3958,2385476895
3959,792707014338174980
3960,1323828197469745152
3961,1189177481120681985
3962,1322660221618163712
3963,1203384864235544578
3964,220773644
3965,1439688383048019970
3966,1439314548943687688
3967,1083143826674462721
3968,22668557
3969,1439595070294880264
3970,851657016561020929
3971,1439540769170280448
3972,288482913
3973,1248290004419219456
3974,1438033650776346625
3975,1439452461362724867
3976,912858522219683841
3977,1040186454213836800
3978,1438730577553858560
3979,366959479
3980,107705412
3981,882325813529645056
3982,60249658
3983,1428216385839243272
3984,1224149691975307264
3985,1438277594626002944
3986,24749564
3987,113047930
3988,295355437
3989,1439290730254585863
3990,1438788144489541632
3991,1437256986
3992,19314787
3993,1439002410131890177
3994,1417929946559827971
3995,847794830
3996,2941460518
3997,398734082
3998,1050015455883210758
3999,1279116328935329794
4000,761243129404092417
4001,797804566863613953
4002,3930739573
4003,429989364
4004,1104875382556295173
4005,3160427159
4006,2545737706
4007,1347288552950919173
4008,1507177920
4009,3132080625
4010,1259276782722863104
4011,23106912
4012,2540618965
4013,79168363
4014,2200638679
4015,932509981
4016,1034237861623558144
4017,217414825
4018,757662219861712896
4019,3051378893
4020,213386087
4021,1438986595810648070
4022,4867423432
4023,197972956
4024,1438949870728093699
4025,706560138266742789
4026,1432667996812726277
4027,1438660882096082947
4028,1432008737682755586
4029,1437826846620594181
4030,2891564149
4031,1423416763505594368
4032,903831944
4033,1429630586512097282
4034,553592971
4035,1438577647169191941
4036,1905794268
4037,1413634268
4038,3244947736
4039,902018172525584386
4040,1640976162
4041,1193291448650616832
4042,67984283
4043,774401339443056640
4044,1041379133463375872
4045,870784475764068354
4046,2860770507
4047,1333331302431526912
4048,69168849
4049,1430155658721173514
4050,1134756576
4051,1437281000871112711
4052,1673104946
4053,30857511
4054,814144241215619073
4055,240673238
4056,826390442266750977
4057,369729978
4058,990308754510905345
4059,788915097175465984
4060,204829468
4061,282257265
4062,1438084259554598913
4063,1435841654691352581
4064,1223135685533556736
4065,763067283342229508
4066,19238004
4067,1424123858844622849
4068,1246575000259362816
4069,208753152
4070,1437774197682495498
4071,1075016671503441921
4072,1437621040264400907
4073,114533244
4074,1437565834440818689
4075,2482336452
4076,1100450074855985152
4077,1437294611018354689
4078,1018619093312651264
4079,1437319117091098630
4080,1437047172890038276
4081,1432025570276257804
4082,972925543522947072
4083,1437205967792271364
4084,809556589
4085,2241681492
4086,1436065449725218823
4087,139969162
4088,2868826592
4089,1435164068
4090,1429799255892451329
4091,1437051186197118988
4092,1431988918166118402
4093,1437016046347694080
4094,20615710
4095,1433557470924836873
4096,1436852887443820546
4097,45749347
4098,1435678753372311556
4099,388090982
4100,1434035731777736705
4101,1426817807539335172
4102,1303186297989869568
4103,319329504
4104,1436571050653929474
4105,1964048114
4106,1314389455973670912
4107,1307778373633159168
4108,1436463507352915969
4109,1435282550897917963
4110,30490997
4111,1436341549005168678
4112,1436395276516929542
4113,1152681581879975936
