,AndreaBocelli
1488,1502716517036740612
1489,1500876779094953992
1490,2159481206
1491,1502327788782727172
1492,3238072400
1493,107799854
1494,24578794
1495,1500817699399770117
1496,1457652217616470019
1497,196289961
1498,707380943867277312
1499,886907427135913984
1500,1502543157375950850
1501,1500114223397056512
1502,1189283047889346562
1503,116568808
1504,1501411394134151173
1505,1502450189000482821
1506,1501716683937185794
1507,709552878415978496
1508,1500096513523187715
1509,2296191470
1510,3411227037
1511,1361121898155810817
1512,83712682
1513,1487933448098623490
1514,1202291987472359427
1515,1501500716212539393
1516,1501240134985035778
1517,1079007398713573382
1518,1447521359899369472
1519,1499002595561594890
1520,1274805986834944001
1521,1358244007185321985
1522,1502144786911879168
1523,1502143261854822409
1524,1223429980446711808
1525,2710360364
1526,1479272715697668103
1527,1502034159052722177
1528,1502003124424384513
1529,1432369698830798851
1530,1498769666243809282
1531,69529965
1532,1498659312033480711
1533,538586875
1534,1501630993576476675
1535,1307198389248045056
1536,1392930452986531844
1537,495322632
1538,1491535755390369793
1539,1480525004920209410
1540,1501713212294770688
1541,2627252022
1542,1499457355452452867
1543,1499815283145555968
1544,1478447294714458112
1545,1271163031754432512
1546,758365522664812544
1547,1501493610012946438
1548,957675110416121858
1549,869674944925507584
1550,1085720570434633728
1551,1497180506336776192
1552,1108915138353156096
1553,1497498221614092288
1554,1264226984047017985
1555,1079861600419569664
1556,1470250484996841474
1557,1043875049596280832
1558,224344924
1559,1444889559872020480
1560,1413034815130058753
1561,226929117
1562,1498818512860631044
1563,48811086
1564,1374178269860274176
1565,707561159
1566,903103149304635392
1567,1467746328138510341
1568,1233076883023069185
1569,958224250271354881
1570,1501166489348583428
1571,453203769
1572,1501145824591552513
1573,1474562596372197376
1574,470223629
1575,1497999311271084040
1576,1440948805436805121
1577,2547140755
1578,372847667
1579,1500952440002256901
1580,1500933156127526913
1581,1489965125696212998
1582,1500146835020828672
1583,2317915681
1584,1481352121924698113
1585,1496973929004552202
1586,114362889
1587,1497596115063128066
1588,823280898678390786
1589,1440338133149569034
1590,743849365
1591,1206195489714188289
1592,1498062675821182976
1593,1340235150475583489
1594,1492369834814111748
1595,1370799700841000962
1596,1470544980645191683
1597,2717608233
1598,1500322752783388672
1599,1297659739334221824
1600,813588287386505216
1601,1395443146843213834
1602,358407555
1603,607404835
1604,1499433202590654464
1605,723078938
1606,1500497075452133384
1607,1472946618236289033
1608,889562481030565889
1609,1478303130219683840
1610,1500084378524917765
1611,1497999339762954242
1612,1499845619711684612
1613,1380519797318881285
1614,603032635
1615,1492094539456204801
1616,423805255
1617,1456361180910526464
1618,1347681374
1619,1497110096417112072
1620,1223718517322715138
1621,844495171848978432
1622,871694095
1623,1132840823513604097
1624,1436751203019464709
1625,1433122160550334465
1626,1299083921112666117
1627,1498888257773486082
1628,1396209058588266501
1629,1262995296486817792
1630,1499305800178835459
1631,1499904272879833090
1632,1499733336687882244
1633,1198660684801859586
1634,1500073265359843333
1635,1496930438018969618
1636,1395423605304008714
1637,1494365913902198796
1638,1500004160921608193
1639,34272778
1640,1499957536342122496
1641,238191238
1642,612510548
1643,2308809650
1644,483945809
1645,18065113
1646,561921516
1647,1082352959814594562
1648,1499843152370413574
1649,1288081836560781314
1650,1224482107247996928
1651,1051216642921963522
1652,1400936383460544512
1653,1496981828233797636
1654,244580113
1655,166898537
1656,129480697
1657,248211066
1658,1491352976832831488
1659,893502726
1660,2919978561
1661,1328262191586418690
1662,1498619402920640512
1663,1499623840799936516
1664,48945500
1665,789114697287163905
1666,637467561
1667,1492305517229883395
1668,1432901719185367042
1669,1499168252198588416
1670,938199275271540737
1671,1493794290543198208
1672,1499491405529554948
1673,1482165505364475905
1674,463309642
1675,1488249511591956489
1676,712639866601938945
1677,589395373
1678,740101199937064961
1679,4858038683
1680,1354189455859580928
1681,1499200362586132483
1682,780383952108417024
1683,1494668185290698758
1684,170550187
1685,1487005855048515584
1686,1499372016780156929
1687,1081452004063367170
1688,1471230395760795648
1689,1477341262915190786
1690,1499238926137307136
1691,531439739
1692,1300921650725228550
1693,1485748148576436225
1694,1494523897152434176
1695,951942819467399169
1696,44880711
1697,28127606
1698,4274347227
1699,742296931989356545
1700,1498524098888192000
1701,1499102431933870084
1702,1498186233314521094
1703,818014995950739457
1704,49270312
1705,1498375322965880833
1706,1227320315048534022
1707,1498375466784329737
1708,1498645855854739458
1709,1043626009357107202
1710,1320913153354465280
1711,1497235083350220801
1712,802291870143483904
1713,1481380067921960962
1714,1495432374770823170
1715,1498833356515155971
1716,2317865342
1717,1498795982640881669
1718,1266848691182358528
1719,627824668
1720,1497859219315376129
1721,1013855831455125504
1722,1454609675173892104
1723,1473381350942072839
1724,1257365424645103617
1725,809273298
1726,1498401455052627970
1727,1394864943967571971
1728,1498616623552503814
1729,961338480
1730,297583011
1731,1497042710850850823
1732,1498541375695974400
1733,1495732448151289857
1734,1485608868252168196
1735,1497373155698122755
1736,1491520658290978817
1737,1497738097504796678
1738,464052835
1739,48856906
1740,1329427697269805056
1741,1498377245446049800
1742,1252414877806678020
1743,1371862466792132612
1744,1374953230615130112
1745,1497218541958873135
1746,1453376954435055616
1747,64085531
1748,1213903479749562370
1749,1498304864983699459
1750,1498286689307009030
1751,1421358020823588866
1752,1370705911367540740
1753,741475418
1754,1359607487725453323
1755,1497331927166111750
1756,1048383879352999936
1757,772718738
1758,1929389294
1759,1497987222901084171
1760,1480353515394449409
1761,2350818704
1762,1498069631436742656
1763,492710719
1764,938857339465158656
1765,1026972756288712704
1766,1498064384236703752
1767,1283172919703724034
1768,1305496491516194816
1769,1498019938384109568
1770,536643245
1771,1019623164337426433
1772,147590960
1773,458882767
1774,1479930807657676810
1775,17519203
1776,976867350493499393
1777,239181111
1778,618599922
1779,1490045075497402370
1780,1968133128
1781,151895343
1782,23714974
1783,1496843878716084227
1784,2347891256
1785,729345408
1786,1497931208092749831
1787,1277384844062806016
1788,141706077
1789,245427633
1790,1275742325055070208
1791,1403220152804466689
1792,207773992
1793,4751144656
1794,960277892142915584
1795,822538820277194753
1796,285498121
1797,207198419
1798,1492625172599291905
1799,69589717
1800,2870082279
1801,132667451
1802,124053274
1803,125129800
1804,113483746
1805,1055994415
1806,217653383
1807,1485177959564591107
1808,1285670461783900160
1809,180014961
1810,82365392
1811,28804321
1812,1477009701271326721
1813,1028097736275578880
1814,367835232
1815,108755952
1816,1078855985891033089
1817,1497770563544170502
1818,1497754981939691521
1819,1497751752535384068
1820,118442860
1821,259053311
1822,1442549567778525184
1823,944789106218946560
1824,1246842827193098242
1825,381297644
1826,1497704166390702082
1827,713034843186069504
1828,1497661131845943298
1829,103152299
1830,1497650903066808324
1831,1497632453736992771
1832,2815313211
1833,1357252431403511811
1834,2448306164
1835,885547477625176064
1836,1042728649777205248
1837,591259424
1838,1497527648750379015
1839,1369279215342813185
1840,855777146
1841,3246888685
1842,134333906
1843,18129184
1844,999836467
1845,985839680
1846,1472214567556165633
1847,138749422
1848,70557806
1849,822140807838887936
1850,41432517
1851,56562609
1852,25222227
1853,240002962
1854,15426017
1855,876634412
1856,749049067
1857,1249141592671129601
1858,1225164430675079168
1859,320488029
1860,2207141795
1861,238529175
1862,970050385019797505
1863,499896979
1864,3299813970
1865,1214318435565494277
1866,1404367064
1867,131923773
1868,954595776
1869,1434461096698593293
1870,220648195
1871,1351134939266342917
1872,1646708827
1873,346353649
1874,1706115282
1875,1431161258439413761
1876,26948513
1877,3016237862
1878,707903726405730304
1879,899365206576558088
1880,316393737
1881,1281956786
1882,20657965
1883,24123040
1884,1371552780393979908
1885,4357253658
1886,532581995
1887,347766901
1888,163462612
1889,1357244767
1890,22179502
1891,4562599753
1892,229756619
1893,1320033680174338049
1894,873520351
1895,1109209385673334784
1896,262474607
1897,61814118
1898,1293869314009899011
1899,1546899996
1900,1963553718
1901,1248690379743834113
1902,730892496830529536
1903,234431569
1904,637352575
1905,314587690
1906,4170991684
1907,330202359
1908,1942363580
1909,413426605
1910,1368765572616499206
1911,14469840
1912,891462408
1913,1479925238892802059
1914,1497345879497494530
1915,1229377618270720000
1916,46167823
1917,119757005
1918,38029205
1919,189915762
1920,772464068804222976
1921,1237122793873051650
1922,61582415
1923,3338121298
1924,896791990246850560
1925,293280342
1926,765642512245657600
1927,1398637944123105283
1928,93897793
1929,1497241460843991040
1930,1346940884781207553
1931,1332751195904073731
1932,4070637628
1933,1493622252637618178
1934,72177337
1935,1493036485414694914
1936,1473391728912650240
1937,1304124445
1938,1007814892445929472
1939,1463603725856092165
1940,1221287461386473473
1941,273897274
1942,1496723932388413445
1943,86585677
1944,772055276
1945,1496862530223980554
1946,1265751576112701449
1947,258511926
1948,1494099057362538502
1949,1420715741591003138
1950,1489673384095105027
1951,2652627664
1952,1242476134522118144
1953,1496717572842131457
1954,954877747012268032
1955,1344239907418488832
1956,1496589638600904704
1957,1480693852960919554
1958,149927668
1959,748601132717604864
1960,3297110995
1961,2221224459
1962,1479565460165304331
1963,1289880401532653568
1964,1437026574226890752
1965,1496380721854042114
1966,721619382116306944
1967,1496057234828062723
1968,276605390
1969,1496215612347006982
1970,1109602645
1971,1496204683089747971
1972,4171899395
1973,455143183
1974,384165587
1975,1433013810235904008
1976,478086558
1977,1358220531749842944
1978,1459078789
1979,3431961856
1980,936651858785067009
1981,4872791991
1982,1495502149874339844
1983,1383905836515299342
1984,1117525621
1985,1352701131940634624
1986,1480334077496602627
1987,220224837
1988,1466805649061384199
1989,1491611944943562752
1990,1315767892399489027
1991,1478166315609305092
1992,1486417536157732865
1993,1495896607560249345
1994,1469772414015967232
1995,26381253
1996,973716050306125824
1997,105085759
1998,1495792107264614400
1999,49353648
2000,1495770494066323456
2001,1485656826884542470
2002,43049202
2003,1439074215806779397
2004,96040716
2005,1294389868899061762
2006,1610747071
2007,1494249739985960963
2008,2892850743
2009,1495547066327654403
2010,1495536574754349064
2011,1486497036597878784
2012,16008485
2013,761771175936688128
2014,1439997134179287040
2015,1267293896587071495
2016,1479300633475878916
2017,1850234798
2018,38098629
2019,1495448111984087047
2020,3008480025
2021,261444152
2022,74166474
2023,1346866202870767618
2024,795605045429633024
2025,1355876005819387905
2026,1468297060176781317
2027,157839136
2028,1487969261599428613
2029,1418694926506790916
2030,1452185144299868164
2031,1248938663825813505
2032,821492656282877952
2033,24983393
2034,1471291155472007169
2035,1495060300277579777
2036,202853611
2037,113090084
2038,849449700595990532
2039,378006424
2040,1490153531344494593
2041,321767122
2042,72701383
2043,1473419839985250305
2044,1247169004743122944
2045,1484601144194260997
2046,1484858570923552768
2047,891758190718840832
2048,2752303059
2049,1053668155049103360
2050,1468647883029286913
2051,1493905004041748485
2052,316565419
2053,1494991362156072960
2054,83175118
2055,1495036051844440068
2056,552011121
2057,961415210165850112
2058,1494981050593853442
2059,1494971253295357955
2060,174666287
2061,515057573
2062,1090086600
2063,1494926914041090050
2064,422976440
2065,1487890162440884228
2066,884265782179495936
2067,845654801954295809
2068,1404904641628803072
2069,1344765616159395841
2070,2448255920
2071,1491112775757676544
2072,1494863011802234892
2073,925213195
2074,1293623377157029891
2075,1494805380525875209
2076,1211443725521453056
2077,1388241479609602050
2078,1457870034127179777
2079,2967558737
2080,1494702491618971651
2081,1494724079458439169
2082,1494722310435217419
2083,1494709522383847425
2084,1349817822269083650
2085,1494677037298208769
2086,1494007744784830466
2087,2983419519
2088,2191744794
2089,1464522907246280707
2090,1494598137545207811
2091,274514794
2092,768001422
2093,1494511268849405954
2094,246271723
2095,902067199
2096,1494120505057624064
2097,823003019964981248
2098,1493061027386245120
2099,321491485
2100,1493383640507682817
2101,1491882552818380803
2102,1490086219656617985
2103,1318998314218627073
2104,927870779764756480
2105,1451011499959410691
2106,717332162
2107,2991094928
2108,72889945
2109,1197225074354511872
2110,1486825180282425350
2111,1494116206026141706
2112,552919267
2113,1496983428
2114,1494361693702475779
2115,1312950181990604800
2116,1467590553894334475
2117,1488403433233305601
2118,1334645042238152715
2119,1493463883817836546
2120,162295826
2121,1489079138035982342
2122,1428755678340993034
2123,1272498610278711297
2124,1331974458198937600
2125,1493706350219644931
2126,780074972249100288
2127,1480573531364671488
2128,830816840376987648
2129,1494007828733992961
2130,165127499
2131,1474830560786886656
2132,1086465947538477063
2133,986664697389813760
2134,276986426
2135,1493201232718139397
2136,2212270168
2137,1224738557148962817
2138,1479655098129211398
2139,35344926
2140,1480991823531237384
2141,1473726200979808272
2142,285387177
2143,1018564261
2144,1856644045
2145,150388690
2146,1491159965649756165
2147,260295827
2148,1492187669652291594
2149,1493477698546860039
2150,382604128
2151,52149071
2152,2749864672
2153,3300864042
2154,623324188
2155,1493434956286099459
2156,705578740
2157,1491251851135705097
2158,357545811
2159,35754274
2160,758580501300977664
2161,1462665746136408064
2162,1492131325419081729
2163,240295335
2164,1493338926077124608
2165,1468691217663856642
2166,1266881658936057856
2167,1493325554145271816
2168,1488194882669789185
2169,365819030
2170,1486265779918102531
2171,1490408604041723904
2172,1493101146499653633
2173,1492751335594369025
2174,1487761643484459011
2175,107216280
2176,574453786
2177,1493181537105465349
2178,1493152334108626947
2179,1492196201076248578
2180,897016852928372736
2181,30847973
2182,936482304104517633
2183,1471984636754550791
2184,1480611320764542985
2185,1472852263181983747
2186,886634060986167296
2187,368912907
2188,1486840423226163210
2189,1458174248112074762
2190,851518297254359040
2191,269368883
2192,2934823377
2193,404259998
2194,1486050929308807173
2195,1000258260807618560
2196,1222911164692168705
2197,1175338016153505792
2198,522211359
2199,1496883758
2200,1019536940176150529
2201,206397533
2202,194848480
2203,1492397459418529794
2204,1491792935532187654
2205,1200046173106688000
2206,1233122766540374021
2207,68766616
2208,2188810975
2209,1492493842272169984
2210,1452712905200201729
2211,1492609386249965568
2212,1303754390583554059
2213,1436230404881670144
2214,1492559929978273795
2215,1340411791462031362
2216,1221486019935121409
2217,749629279
2218,1347373083737411585
2219,3398762271
2220,25101909
2221,1450149604213895175
2222,1359666678167187456
2223,1492527323735863300
2224,1465157844735508480
2225,830129682997723136
2226,1226290502485581824
2227,1245398640891396098
2228,801373085307957248
2229,1863645296
2230,1492416574975877122
2231,2189492467
2232,1492399324747411460
2233,1457513154632617997
2234,1492385409829122049
2235,606747687
2236,1447576592444690433
2237,1376432829907755009
2238,711621073440100353
2239,1492284755815108608
2240,3864681741
2241,447659014
2242,2996451197
2243,548786633
2244,1492071484826652675
2245,1251547157611663361
2246,1173419857632813056
2247,1491116452270776321
2248,702183175204769793
2249,126428237
2250,1468142033458151428
2251,892774912401612804
2252,1428825272992866304
2253,368103185
2254,1032426604658663424
2255,1220281824955576320
2256,1492123553965215746
2257,1396256938833424384
2258,1473121675613032450
2259,1491833808957722631
2260,445546880
2261,415114034
2262,1129789191263535104
2263,1434560844436844547
2264,928246203074129920
2265,1489370530348244993
2266,737487274556817410
2267,476855223
2268,2879220189
2269,2186455532
2270,189988950
2271,3282156338
2272,1491007427625562115
2273,50819218
2274,1490248353312956417
2275,275740269
2276,1490439383807373312
2277,783949516198277120
2278,773165574553755648
2279,4856290483
2280,1033715434195955718
2281,24534209
2282,1023710133342359552
2283,1012042074307399680
2284,1311114628177498113
2285,75366726
2286,1444763671788457990
2287,408187147
2288,822170390
2289,557135875
2290,1224798158
2291,997780905002446848
2292,1327387423442087938
2293,1230966929080356865
2294,1301877315144757249
2295,4690338115
2296,1491565154613538817
2297,1487626113400532994
2298,1396532256550838275
2299,1491860247199236103
2300,354007030
2301,69860963
2302,2783050503
2303,1374944117936033794
2304,1491840553171963907
2305,1321072582313955328
2306,1339313898332315651
2307,1486471267834339333
2308,1430769075727343616
2309,1491770168741187586
2310,1245686674602053633
2311,42111540
2312,1476702751228891141
2313,1362718283682750467
2314,1491695585769967616
2315,1491686997265719301
2316,1491660979067047941
2317,1388645726809477122
2318,1490272653890011136
2319,98436351
2320,1093796253882830848
2321,1410339560
2322,1489875274422525956
2323,3044432263
2324,2718169223
2325,269071268
2326,839197886479024128
2327,413407716
2328,1487762240019189762
2329,1472921086866206721
2330,1386734152871985153
2331,1484574356940496900
2332,1423821537900220426
2333,2337521635
2334,19947561
2335,998914009104637952
2336,406420087
2337,1491285505119768576
2338,1354421049786560514
2339,960408076418510848
2340,1491217750135611394
2341,147857126
2342,1459551815465377794
2343,901925136630071296
2344,1290891363551191040
2345,1491092738238029826
2346,1486707821446111236
2347,196753829
2348,60136552
2349,1491049328017817600
2350,1481922549823025152
2351,1460011739731292172
2352,1490946179441508352
2353,1349648851863535616
2354,34620220
2355,1485405298370256897
2356,1265731275416977409
2357,1242603717167321090
2358,24816986
2359,1489963695971184643
2360,1460385003095875592
2361,3017053612
2362,1479170238826659840
2363,1241527036583256074
2364,852539712925466625
2365,1484433213128945666
2366,1489699175629570053
2367,1490661834046599174
2368,1489614851299328004
2369,1416683199334387713
2370,1386940442219012100
2371,1474324415970447363
2372,1390455052263956485
2373,1475323285873127425
2374,572238310
2375,1054502876
2376,753674996724199425
2377,2862699313
2378,278258208
2379,758691793
2380,984721790290333696
2381,939687273104396289
2382,1233906150015471616
2383,1487072401624121346
2384,1226689543824261122
2385,3913139014
2386,234512117
2387,2314813086
2388,1490088056933736451
2389,1489277745628696576
2390,1357260018328961024
2391,1330811807007727616
2392,1173092304250384384
2393,1489643436374437895
2394,1349727031232131072
2395,1449932788329631744
2396,968518166975516672
2397,721437323255132160
2398,1490094734295154690
2399,1274259654416248832
2400,1487474212491218947
2401,1490078484785516545
2402,2377025510
2403,871813940967346177
2404,1347636030283915268
2405,633994150
2406,4579934056
2407,1329767773870960641
2408,1432341213731033095
2409,1479539429635145729
2410,239325369
2411,1403774603047096321
2412,1483779951862108164
2413,8241992
2414,1489356057872842756
2415,1449964489223327747
2416,1489792607848968194
2417,1479605921915576321
2418,1489704058189455363
2419,90392049
2420,1489735337442217992
2421,836086082697453568
2422,1487181476672249860
2423,2256896160
2424,1489122451002957824
2425,1447306458945789963
2426,1467513500905918474
2427,2939493040
2428,785892312303927296
2429,1430124245921697792
2430,1370491034434670598
2431,1230656742310252544
2432,363733320
2433,1413937003838771213
2434,3431769261
2435,1489591339322859520
2436,1487165676628361216
2437,442896719
2438,1171197013028982788
2439,4604160291
2440,1314612402
2441,1335600024437346304
2442,324580194
2443,1322858953970208768
2444,1118438697941262336
2445,1458859041925611520
2446,1489287721843671047
2447,1457502181045977088
2448,1060538672
2449,1489257433469894668
2450,155203314
2451,314366774
2452,1482142451586707458
2453,1488618812060614665
2454,1475508594212802564
2455,1480275519761436674
2456,1375587143251324928
2457,3303005206
2458,398499339
2459,2605423541
2460,988013624
2461,1489020368828444676
2462,722286611082252288
2463,1382547775
2464,1000164422
2465,1488915226724638727
2466,4188718881
2467,1217109229900877824
2468,1389257981028671490
2469,892778360505589765
2470,920564204146515969
2471,1436830662988869633
2472,1373113518078169088
2473,1488653189687693313
2474,15336643
2475,1378805283657506816
2476,1488273721366351873
2477,242958510
2478,87725724
2479,1488638170212167681
2480,1022491543041597442
2481,1149520044759638016
2482,1251186043270959107
2483,1211620571668025345
2484,1444650679453294592
2485,1476538627723255811
2486,1481587506822930433
2487,201469595
2488,19415824
2489,957620590713679873
2490,74095969
2491,1488415318531657729
2492,24011961
2493,1488334357131628547
2494,1238236594584379393
2495,379845303
2496,1088452953533485056
2497,3392868964
2498,789853795
2499,1458390964569919493
2500,293857411
2501,1478439649127272448
2502,1078760482465554432
2503,1487817903986683905
2504,1344411610228662274
2505,300220293
2506,1273667838767779842
2507,1475766907441664009
2508,4224112272
2509,633573685
2510,1230045141240569856
2511,475107579
2512,1486458758318415874
2513,1487047835828867078
2514,790250907208482817
2515,1488058694977925121
2516,1364628558119792641
2517,1486986786513604609
2518,1488018992518283267
2519,1319323385835311104
2520,16104820
2521,2985017391
2522,1484460365471617042
2523,495455768
2524,1479555454883840002
2525,874378247097782272
2526,1469612648002117642
2527,1309346597944393728
2528,1441387894942302217
2529,3307520559
2530,177830943
2531,884788295963742208
2532,1451706143101923338
2533,984058714150842368
2534,783615537620324353
2535,1485907735065542661
2536,1486782163836182534
2537,1340441766898614278
2538,1484453451530653696
2539,745880000
2540,1352069125787561986
2541,1092524627199385600
2542,1487325280146501633
2543,1242482710897033220
2544,878080051
2545,1111651676732174338
2546,707771294
2547,1244063855136976896
2548,1487540331080040455
2549,46875199
2550,1373734045704728579
2551,3220694836
2552,1274120008831045633
2553,1348083968965562370
2554,968311099064909824
2555,1487452208094453761
2556,395218514
2557,1379386621691367424
2558,1486922104390012930
2559,1478726570529497091
2560,1472750087759667200
2561,1487171732767186946
2562,20601971
2563,17127433
2564,1487137803980972037
2565,1187564458249543680
2566,1437532018351513611
2567,1271332580
2568,1480225021717057542
2569,1467845000503472131
2570,1487104586305490948
2571,1487114968755544078
2572,1127198731818893314
2573,184286870
2574,1482565012572938243
2575,752299183105728512
2576,1487030621750898691
2577,1338119047171469313
2578,1277954153709371397
2579,1484633118346825731
2580,1450418231005614085
2581,774276538422419457
2582,1027336426751516673
2583,1480521073875685376
2584,1486917968814555140
2585,4790717117
2586,82997296
2587,772937805555261440
2588,606979476
2589,1161528810610798593
2590,3037232182
2591,25307639
2592,1486844881620422661
2593,1244965359624560640
2594,1476499548633710593
2595,268248029
2596,1257321272381280267
2597,2730069515
2598,775089331228794880
2599,1486767461378756612
2600,1423134017486950405
2601,1042739365645086723
2602,1471273846787481601
2603,1178468600618856448
2604,1486596261117677573
2605,987424735469408256
2606,1479579794262032385
2607,48879929
2608,886129221562646529
2609,1293979582241144832
2610,1598271920
2611,1472662404626583554
2612,733499615450927104
2613,1404922355269484544
2614,2995122231
2615,1445335114255372288
2616,905506873453010945
2617,276564336
2618,1460527364874588160
2619,20850126
2620,1476687701235617795
2621,1486346142124290057
2622,4197136060
2623,1456515841072173082
2624,1193153941866975232
2625,820210189769068549
2626,1481254446717976583
2627,1431212702362394629
2628,758649205321789441
2629,570072722
2630,1438848688214917120
2631,362109340
2632,1486187990598963200
2633,1367280893405061133
2634,1199978166128971776
2635,793959457231425537
2636,1478823598806736897
2637,1969988089
2638,1485231644080496644
2639,534697038
2640,3115701334
2641,3317961788
2642,96073656
2643,1478412714372382720
2644,1370104663069007872
2645,494873137
2646,1486045254067314694
2647,210379665
2648,1293651500850450432
2649,1473901255240019970
2650,1426350627362381834
2651,1482416692559069190
2652,210650642
2653,1048378315990609925
2654,1166053111607300096
2655,2392249767
2656,378783865
2657,1479874995383779330
2658,1448686473537114113
2659,2172513044
2660,898778214
2661,1014898741
2662,1250476494020841477
2663,973551715
2664,861216853808607233
2665,1485664222704975872
2666,1199037626055049216
2667,615300314
2668,1391892128746385419
2669,1464330308434952192
2670,1485599856076931072
2671,1485364822279610370
2672,51787154
2673,2426962314
2674,429710813
2675,1335573657444356096
2676,266923691
2677,1435610789583462409
2678,1023547514094604288
2679,1484341145760985092
2680,2522361597
2681,1485300226663407623
2682,1188005382
2683,1465462925943099397
2684,713062786528579584
2685,1362821396175474689
2686,1473682314702254085
2687,728126573279256579
2688,1484904032208572416
2689,102364047
2690,1432976774749638656
2691,1221501932180779008
2692,1482318671150256132
2693,1407651911873015809
2694,1290461688681107456
2695,1180220650121658368
2696,1484970499713212419
2697,2507389416
2698,1668974647
2699,349729518
2700,1471720303218896897
2701,1260277758552391682
2702,1397620498469691399
2703,247395826
2704,32338228
2705,1479760084624359424
2706,1480169172562763782
2707,893824439737081856
2708,1631339342
2709,753295304204623872
2710,1484708893012148224
2711,1297253232109117441
2712,32694215
2713,491271916
2714,195146423
2715,1419905023
2716,1484431554936020993
2717,237061117
2718,952797941051338753
2719,1182423317443219457
2720,1456975028499664899
2721,368502262
2722,1475989139556343812
2723,1484728896935403520
2724,1472699402972278788
2725,1447338870819856385
2726,1333020147997683713
2727,444824974
2728,1387684961751375872
2729,1383393044074926080
2730,1484625746656206851
2731,1438900369006993414
2732,277277918
2733,882610170572017665
2734,1044945513450295298
2735,4303120336
2736,4861525217
2737,961734636786323456
2738,456626288
2739,957227693816340481
2740,1696252100
2741,2991176219
2742,1280836688
2743,1348154826840920072
2744,262802437
2745,1132807424300204033
2746,1392631123197546496
2747,1168983905669668864
2748,622869221
2749,54943971
2750,1437089189858791429
2751,1265718630328733696
2752,1317864404172611586
2753,204467088
2754,1254897985659572227
2755,1150888544011001858
2756,1266972112557944833
2757,186391121
2758,1323897254890135552
2759,1445111384031834113
2760,2300531356
2761,1458529273321594895
2762,450040354
2763,736653705454444544
2764,3370641438
2765,1245645097443577865
2766,4193261087
2767,1484176599860019200
2768,596851755
2769,234880072
2770,1132789634893852678
2771,1483120393695031296
2772,1269152954059296768
2773,995561004795875328
2774,855989936167759872
2775,1484295459703336961
2776,1483321393416704005
2777,1191004093583675393
2778,1415933292
2779,1480521662269468685
2780,1484215460824588291
2781,383169051
2782,713125686
2783,875663163764740097
2784,1129591819472461824
2785,353578042
2786,803925490876628992
2787,3416706453
2788,4622276601
2789,1481734911925043204
2790,21021246
2791,172140964
2792,1474279912542461981
2793,1381681234795974656
2794,1864710606
2795,3530948241
2796,1356350790194122757
2797,1484066774509408258
2798,1473567084709916673
2799,1040412433557413889
2800,89251510
2801,1483918179810177025
2802,1217953315662618624
2803,1451159063337766919
2804,975144967181094914
2805,1474182294814531587
2806,1029246882
2807,1483951887489679373
2808,1475962409386921987
2809,415824058
2810,4430497529
2811,356784639
2812,1476197215366524934
2813,2295241684
2814,1438351800604712967
2815,1482419710776037384
2816,458664956
2817,1481738215937564674
2818,1075480416679813121
2819,1482811360438329344
2820,1445137924455116811
2821,528361632
2822,1387558890070548482
2823,1448628499854635008
2824,1445756823114420230
2825,1479060299911077888
2826,1419666009275908097
2827,1483471015590400001
2828,1482566836457721856
2829,1482913919236808704
2830,324684824
2831,1062049198290350080
2832,1170606574928371712
2833,1294206200851181568
2834,1081356870151999493
2835,395730327
2836,1482799972869410816
2837,901349088
2838,278229028
2839,1379762237531951107
2840,1080105292925423621
2841,45017060
2842,1432090248750710785
2843,190733875
2844,78101343
2845,163138500
2846,1483459615429906443
2847,1483454098129436672
2848,259005700
2849,1313259120829640709
2850,1050513733
2851,3114753043
2852,1482292827090726914
2853,1482260560343298051
2854,2929001470
2855,1480058923390357505
2856,865847621629353985
2857,1440611688546377735
2858,1061824693316001792
2859,1197005197689540608
2860,1082261772319506432
2861,1055130038092345344
2862,2469257838
2863,35472060
2864,303993303
2865,1267299637511311367
2866,1356678102055669760
2867,993903608751165440
2868,837348871953080320
2869,1483096639955156992
2870,1446710904175796226
2871,1482842456718782466
2872,1125943799069466626
2873,1222900755973017600
2874,1483020369699164161
2875,1439274994429829120
2876,1461076635940179981
2877,10234352
2878,1482636854276935681
2879,1479803835602411523
2880,3132954301
2881,897686549780992000
2882,1481106507081076739
2883,1238349039508303872
2884,766056553891987456
2885,1481014285363036166
2886,2592986207
2887,303103226
2888,1417539413173747715
2889,179255495
2890,1452703145801494530
2891,1297335801697755136
2892,1305883473606053895
2893,1368393268447358976
2894,1217581689939136513
2895,1464671586565472266
2896,1482317159367950338
2897,1482587291407290369
2898,2489542525
2899,1466974319725232135
2900,392503038
2901,1060407022087233537
2902,251989330
2903,337316519
2904,1373100863716220931
2905,369546569
2906,378386502
2907,1482471931597234177
2908,469953200
2909,1482453580519026690
2910,1468314953803190272
2911,1037832415333543936
2912,1422626270572077058
2913,1055057886748008450
2914,27883963
2915,1465320666350354432
2916,1301572402523111428
2917,1455005187844845571
2918,1482317092032593923
2919,987309304272240640
2920,1143016528151011328
2921,1477232931064197121
2922,2240016105
2923,2879082616
2924,1334733623086428166
2925,1019469983821246464
2926,1219147268122664965
2927,2943585738
2928,1274878287710490626
2929,883277664827703296
2930,1437150851424980994
2931,806210107168190464
2932,1466814126974398467
2933,1481832938480275457
2934,1008429653730656258
2935,1476990322144006147
2936,283436085
