,AndreaBocelli
2937,1469673429225902084
2938,51776667
2939,1458979626890547203
2940,531553605
2941,1475222224529412096
2942,1049367058499219456
2943,43370885
2944,365339220
2945,1247247560772915202
2946,1089077166535573504
2947,913023594027986944
2948,1394519657537695744
2949,829377077702909953
2950,1481788180471103489
2951,1481646089216606208
2952,1481773004359335936
2953,1481455658226515969
2954,1452301680150814722
2955,1370833802549944325
2956,1481728542203604992
2957,121028810
2958,24299170
2959,1471199726112497672
2960,1411007948269174789
2961,710767404
2962,1049661885187010560
2963,1473188271291310089
2964,1435960751412289536
2965,1481615054135042056
2966,1686950088
2967,3194087587
2968,1474452525122265092
2969,1481560197978017799
2970,963819708981096455
2971,1337047914510692361
2972,1368546092816728064
2973,1481063105455140868
2974,929742034449117184
2975,69852914
2976,1480773011330371586
2977,221177899
2978,1341341905129451520
2979,1481333709705986052
2980,1156369249662898176
2981,1387067249429729282
2982,854459786426974208
2983,1357418516601790469
2984,1479499573068374017
2985,1474209792
2986,1479446690214019077
2987,1481224719630229508
2988,1007474148279570432
2989,2358731072
2990,797099497532850176
2991,1432717424323932168
2992,1478244312362242051
2993,1481139990465810436
2994,1059988422151020544
2995,1468479393580597251
2996,416323632
2997,1274162761308745729
2998,349865374
2999,167740836
3000,1461448993532227586
3001,261984693
3002,1479948561123000322
3003,1478330396987334661
3004,1480885245968855040
3005,1480871924280483844
3006,883785217
3007,1357796226004115458
3008,2746812205
3009,1459901242054897678
3010,1204236931816706049
3011,800329499342618626
3012,2997447191
3013,1403778773904990213
3014,1461410850091249664
3015,1476956411728998405
3016,779653040336957440
3017,1478425713938247688
3018,1479052879935807491
3019,1479365039148572673
3020,947651663434678272
3021,1605119845
3022,1292821833872539652
3023,26268836
3024,1480084693303402501
3025,4883383289
3026,546588582
3027,1191929307800723457
3028,254207987
3029,1427947631020498949
3030,1331770350393307136
3031,1474895559844630533
3032,787788808133734401
3033,1470976552829472768
3034,1473066773507448846
3035,1480099246682562563
3036,1480252466549735427
3037,348892771
3038,1480220641240440842
3039,3242789775
3040,1088495931547213824
3041,1480198437006151682
3042,1436346725841649667
3043,908767326706610176
3044,468858759
3045,712523994923196418
3046,1186364832364318720
3047,1318659104
3048,1477671717686460416
3049,1479850936533417986
3050,1479723219884167172
3051,1392196374708555783
3052,4658847568
3053,1479296012674027523
3054,1479982171595149315
3055,1358967935805476866
3056,1472283078450102276
3057,1082513208357806080
3058,1561651039
3059,1893903625
3060,967740128746721280
3061,1476161922915618821
3062,2585860560
3063,1033109206298230785
3064,1475084371
3065,3423932818
3066,1445181234750054414
3067,1133175028370018306
3068,133402493
3069,839501936839831552
3070,1445110304824770563
3071,1479491697482551299
3072,553601614
3073,1479578708788666372
3074,769857197589274624
3075,1430037673775747080
3076,44389623
3077,1401309105315270662
3078,1224108951823929344
3079,1274866779156815872
3080,221228990
3081,1266708857121763331
3082,1131868888835211264
3083,1479436215833272320
3084,1444932247417655297
3085,1469610514187575298
3086,1301666988
3087,1473755378517172232
3088,1445956223732527105
3089,1445406496716738579
3090,1456125889989775360
3091,1460313365008379907
3092,1479171390074867715
3093,1475911014692663300
3094,2209686097
3095,996803520736133121
3096,1460017396308230149
3097,123006042
3098,4291089617
3099,1479136925504008197
3100,1479132885613367300
3101,893536818640986112
3102,1463468445433942020
3103,1182624606798131200
3104,1479121794208387079
3105,1479093697526513674
3106,32484390
3107,2780755227
3108,4914139725
3109,1343640264661938183
3110,1475143749969850368
3111,1389301256687169536
3112,983448325646049281
3113,1474047642409783296
3114,1479034538026315778
3115,1473375398285258759
3116,1438241238201810948
3117,485348835
3118,20146307
3119,1131608748
3120,287984051
3121,1478986307137380355
3122,4844940303
3123,1478839263437508609
3124,1478966354791313411
3125,1049286267064799232
3126,1478865838044237836
3127,1235906225440804864
3128,1456680401305493505
3129,757257243024818176
3130,1425231889862901760
3131,1023721399171596288
3132,824779709619728384
3133,403187530
3134,108098493
3135,1059123857473331206
3136,1168131704
3137,2237737592
3138,1445084984189071360
3139,1478800814902759426
3140,303472176
3141,837024586759827456
3142,1005882189752557573
3143,1182724900697493505
3144,935612279881650176
3145,1083088567
3146,796824804225585152
3147,1132399507205971969
3148,114310639
3149,1464696345638449161
3150,24488799
3151,325076311
3152,3309236378
3153,1657497362
3154,451486941
3155,514915840
3156,1475665265820012545
3157,1241818047213600768
3158,1270935446
3159,908866177228664832
3160,894282195816284161
3161,273517730
3162,50111754
3163,88214939
3164,426058700
3165,1282815121614614529
3166,3333967161
3167,1477397908366442501
3168,1242262831333961728
3169,414374158
3170,1476619047349456900
3171,2407848961
3172,24025514
3173,1445098500979625988
3174,1478397061469020163
3175,826205608974155776
3176,625648108
3177,332628746
3178,1381342208801054725
3179,508253495
3180,836611116
3181,1453490928497344512
3182,27519885
3183,3300450534
3184,758055865496788993
3185,2391736120
3186,1514362016
3187,1468689801616543748
3188,975927373
3189,78431398
3190,2566022240
3191,27238156
3192,44968095
3193,737872579
3194,1391095951314522117
3195,395645237
3196,10737052
3197,1463910069263867905
3198,1473250466851172352
3199,773922671893549056
3200,1199613163135815681
3201,1478086025473888265
3202,1402322521651773441
3203,1477753842645221377
3204,1326887439269552129
3205,2736208581
3206,1478193773339414533
3207,1353784731322757135
3208,184085162
3209,1138262864
3210,1090566821076455424
3211,1476352743593988102
3212,1251279726741577728
3213,1477996202109067266
3214,313956663
3215,1373725104421617664
3216,148561459
3217,986454793618182144
3218,1477761190310907907
3219,1869032401
3220,46962239
3221,1475209109012197383
3222,1477966457711431682
3223,301561741
3224,803642968573878272
3225,1181684578827689984
3226,763625642436857857
3227,1454194368861118472
3228,109288609
3229,1477828853405872128
3230,222939598
3231,1431041221309476871
3232,1477487945502314497
3233,490380131
3234,338603497
3235,1477709927347011588
3236,1249333953665757191
3237,1477762680924557315
3238,1139289694032863232
3239,1467326955703910405
3240,24532579
3241,1434331392104620032
3242,68493095
3243,1442186267706281991
3244,1477031270496546819
3245,1477712359686873088
3246,1344247626850594816
3247,24088296
3248,1277310418109763584
3249,45108455
3250,1477686373641502727
3251,1430541787504988163
3252,1476951193083596811
3253,1296447554721284096
3254,1477613704262860800
3255,203205565
3256,626131915
3257,273631830
3258,1462321900684820485
3259,2495814890
3260,3229304685
3261,1120946867993366529
3262,1469388857586159616
3263,869338001746395137
3264,3109367275
3265,1431225718885609478
3266,1477520717012815874
3267,1467534897275412480
3268,1476644467268632581
3269,362535820
3270,1477564001412427778
3271,1431494141867794432
3272,1432482340996009990
3273,769652397350223872
3274,1154114013334130688
3275,215791038
3276,489948079
3277,990219887313383426
3278,1290542911805747200
3279,74405969
3280,1389983495171321865
3281,735537164
3282,998530021
3283,1458510345111228419
3284,1458414966764044289
3285,1477398600460210177
3286,3294697301
3287,1476910545894875139
3288,1291318565862244357
3289,1477403582131589121
3290,1465147838615240709
3291,1403837734666575874
3292,3293309259
3293,580307103
3294,42388320
3295,1389574643837771782
3296,1447861836498587649
3297,1477289041586360321
3298,1474204642989027332
3299,1139920681611735040
3300,1692020684
3301,1474649098099773442
3302,1465372406298599436
3303,605649674
3304,78790844
3305,4848722925
3306,1379873078839283720
3307,1477285906910437383
3308,1477281546738405380
3309,1879929642
3310,1391263656227262464
3311,1476894137458872328
3312,1100093975833333760
3313,1164968988662804482
3314,1243224299055599616
3315,1267653592422514690
3316,279713648
3317,1444688740912353282
3318,1477165586094473216
3319,20044038
3320,1476862146860490765
3321,986992467177123840
3322,1461909368891338757
3323,479140652
3324,1219064214049804288
3325,1455254438164058113
3326,235304475
3327,56626572
3328,911648258191249410
3329,1373288479862353921
3330,1574392597
3331,143673263
3332,942915331470843906
3333,1451169128190857218
3334,1477076400351940612
3335,2719973440
3336,2797801766
3337,823267555875885057
3338,1466875294900539397
3339,32943679
3340,767739530845847556
3341,1259155613382144004
3342,3972554675
3343,28489990
3344,21959341
3345,3872007460
3346,1232708040052207616
3347,91912631
3348,83654409
3349,1476949817259708416
3350,1476933474917486595
3351,198472980
3352,217926044
3353,1476636966338719745
3354,348383943
3355,1193038729549500417
3356,1370016789976002560
3357,1473486403837181955
3358,1462947396355170305
3359,290878118
3360,1455362043469574148
3361,1253153497408696324
3362,1441198126618972168
3363,1475101126542471171
3364,469450899
3365,51439648
3366,2539286932
3367,542396462
3368,822646913384194049
3369,1476642196904460289
3370,925028677951328257
3371,860979093713629184
3372,1406310744308817929
3373,1406307059063218176
3374,460369339
3375,25600053
3376,1371739292863590401
3377,1468576026376687616
3378,1184969990505746432
3379,96553290
3380,1472670351037546505
3381,1000071015555252225
3382,76666445
3383,79376070
3384,1319882117912817664
3385,1473772864822079492
3386,362541086
3387,632312908
3388,1466735836540858377
3389,146185901
3390,1476385008659148801
3391,1474096472618680320
3392,3242818183
3393,1476313906062643201
3394,1476336776537063425
3395,1475122077053046786
3396,1472678808927059969
3397,96423638
3398,2243920771
3399,1473861227071868928
3400,1308276764678873089
3401,159481291
3402,1166791627702231047
3403,773710721532166145
3404,2870352213
3405,3352384761
3406,1466352316399902723
3407,1475289395762634756
3408,1330307572772040704
3409,4055619076
3410,2891658624
3411,1359213572245577730
3412,1468194669758664705
3413,211315410
3414,885338816
3415,1359868579705991168
3416,1448789400347975685
3417,1209852710515814400
3418,1469051749705170954
3419,3239937118
3420,1469630268462059522
3421,1422174603523338240
3422,1475996867376959488
3423,705486308
3424,1460780806671159302
3425,915684922119028738
3426,1601357370
3427,1347826039125405697
3428,1317377232336265217
3429,992227864497016832
3430,1475939250017382405
3431,245783398
3432,1445642926545981443
3433,1475919829429276677
3434,567537735
3435,1690967864
3436,1428114715218042893
3437,376189813
3438,1458901482946932739
3439,1430121923502092288
3440,2776027319
3441,1475888028782628866
3442,774932734062030848
3443,1212049657292976129
3444,1324107582181658625
3445,972548726270152704
3446,1475867837243744259
3447,1473876774866272257
3448,506603759
3449,2652830118
3450,1447370856192258049
3451,1475831027310514178
3452,1475817685502119944
3453,158840748
3454,1454779577587232781
3455,1197199997328150528
3456,1472652124701999111
3457,1475772080339750912
3458,1475720578711658496
3459,1013411617671958528
3460,74893339
3461,1019110099
3462,379796656
3463,1472049683883249673
3464,1471670436329148420
3465,1303451026427650048
3466,405084760
3467,1128809323101085696
3468,1379214439786946560
3469,160372052
3470,2474305842
3471,1475596225122611210
3472,1475594445496229891
3473,1317196419003023360
3474,1475194554710212613
3475,1473765597007785995
3476,1475564651182235659
3477,408058630
3478,24115906
3479,302309838
3480,98048285
3481,1473427907741691905
3482,3845019675
3483,1450784842266906631
3484,1211587237915136000
3485,1199061803721994242
3486,1388795094254473216
3487,1327748793790459905
3488,1446890051271643145
3489,921409525839794177
3490,1460342253512282117
3491,1474440002335657990
3492,1429294142639718400
3493,1427874583269494784
3494,1469318894057840647
3495,1182351833907548160
3496,29996060
3497,303716050
3498,838810083920224256
3499,798850110
3500,1475251313873195011
3501,1475254742347616258
3502,17355301
3503,17722372
3504,1440129530103013378
3505,3337653358
3506,1029001608
3507,1473790843563782148
3508,1364501376731119616
3509,1475210184784064521
3510,1475205018240303106
3511,1563332251
3512,1091785951750303745
3513,2289808271
3514,1475193426605920257
3515,1472695428781064196
3516,1474880192208420871
3517,1419771794475597824
3518,1633303614
3519,1475156962757206017
3520,1475113688562556930
3521,1475045006142550021
3522,259985780
3523,1466490192789970960
3524,1473171508658847748
3525,1391018356342497280
3526,789148958
3527,16112599
3528,2572027887
3529,860840868001050626
3530,115419452
3531,1470068959458336776
3532,245320244
3533,29327893
3534,1447946747335041035
3535,1074737495328284672
3536,274973869
3537,204291903
3538,1474497611528691718
3539,1103188376180551680
3540,1153216466692595713
3541,724013469901590531
3542,81967144
3543,1373113421374296064
3544,1293574114171654148
3545,964199839746621441
3546,795256070
3547,1235409809656160258
3548,1474586987923267590
3549,1474902240825544704
3550,2467845261
3551,1474872699759517708
3552,1466218042770219009
3553,712782001137430529
3554,20920586
3555,371011300
3556,1263054085827235841
3557,1292627120313831425
3558,1467985771546259456
3559,1474843017316122630
3560,317627277
3561,1474388189917982722
3562,1396072161903882246
3563,1241667356990078976
3564,1124623296740384768
3565,197327593
3566,1702805066
3567,1025681101
3568,1474778315802087428
3569,1464154540274601985
3570,1445949288702435337
3571,18310758
3572,445797887
3573,707008616885313536
3574,3429932457
3575,1414893388621623296
3576,39959812
3577,124063588
3578,90891192
3579,349215500
3580,2159663966
3581,1471899296006127617
3582,1309144790664179712
3583,203550620
3584,821826534
3585,1084900802311979009
3586,1438445382015471616
3587,875750888190521345
3588,1093947388249677824
3589,1439618304939855875
3590,1473329715838603275
3591,900383761472393216
3592,1637480162
3593,404742552
3594,1079117252
3595,1035553327814254592
3596,912214354996662273
3597,1354677192
3598,1460312632909520899
3599,1139953261291671552
3600,1467297023988801537
3601,1445908571355586561
3602,17598257
3603,1474066699062169614
3604,1382146970043699205
3605,3042956007
3606,1307098288894738432
3607,25215120
3608,1414863382092599304
3609,1387349937306886147
3610,1474489661158567937
3611,1467129996774887424
3612,133649253
3613,2764608415
3614,705771218
3615,1472998743146479619
3616,1124819599
3617,243131327
3618,927512835290222592
3619,17224209
3620,1332973128629293056
3621,577262730
3622,819756546
3623,3247315868
3624,466585834
3625,1474376282989555712
3626,1461148681655226369
3627,1474367399616991240
3628,1409140661471879170
3629,70289808
3630,1458556308500721668
3631,1163172912490307586
3632,26111470
3633,1250087337683374080
3634,462984495
3635,1473984746724151298
3636,52046171
3637,2352451213
3638,1241447928100724740
3639,1447997881571586048
3640,772301485019324416
3641,825879959675744256
3642,2345929975
3643,1437119805539106823
3644,1468419440379559942
3645,1156212804593995777
3646,1474190586487914498
3647,3437270267
3648,2752142687
3649,235296145
3650,1474047242969522179
3651,398816252
3652,1167053814395998209
3653,1450027771577581569
3654,484545608
3655,1262898851704381441
3656,1473967948742021124
3657,406642886
3658,2680635321
3659,607873519
3660,1081904261578014722
3661,560471646
3662,97943458
3663,1463008965252374535
3664,1471922024029249538
3665,233386614
3666,907042774465306629
3667,109664035
3668,4770011182
3669,1240104298303946753
3670,122652836
3671,435817070
3672,1439573984136282115
3673,353760624
3674,1461852305066795010
3675,1031980919643680768
3676,1261239418943406080
3677,1156369069542727686
3678,1448591130828972034
3679,1180181301095215104
3680,1215185191028830209
3681,1267602887758102531
3682,383231690
3683,1415936582448676865
3684,741401784
3685,1152627571282075649
3686,1338171697057452032
3687,3087182598
3688,768460588418818048
3689,3402578007
3690,1473855415951802378
3691,1447734798722772993
3692,734095446545698816
3693,1473820533619843075
3694,1223314898928721920
3695,344538115
3696,519888054
3697,597586743
3698,1444404018621583365
3699,1467942687089299458
3700,1460879047861415939
3701,1321834272156721153
3702,490685483
3703,285794829
3704,1139252550606184450
3705,3224252246
3706,4375823115
3707,257233627
3708,1473263559354294281
3709,1404298287516164099
3710,1594837496
3711,1473537933218967554
3712,819390558061953025
3713,726811644735721473
3714,946765123
3715,243189670
3716,763752133954973698
3717,490658296
3718,1056320915204726786
3719,1473690875670716432
3720,1118374875947728896
3721,1417037289553862659
3722,2190283586
3723,2711170312
3724,1198707553078841345
3725,1322932924229050368
3726,1376159054591107075
3727,3218163366
3728,825543000
3729,2219919573
3730,738375828719947776
3731,785283386109722624
3732,1292386949387386881
3733,742010788974579713
3734,1373113709728514053
3735,1225110568312414209
3736,1573412528
3737,1472907769086988288
3738,1392924516
3739,158410947
3740,1472588858734755840
3741,1451998991554682882
3742,197799997
3743,229193786
3744,1473690098717929474
3745,1382738470695796740
3746,788501923192197121
3747,496788234
3748,1469791207408553984
3749,1461724692662915079
3750,1459259171564630026
3751,1461311291746930689
3752,254041064
3753,1368921250001793031
3754,2357062136
3755,104064256
3756,2262642476
3757,393816626
3758,1473643915425288195
3759,1459485573614350340
3760,405515488
3761,1457165014557929472
3762,1928362856
3763,1455544210451488768
3764,1472463249979363332
3765,539041517
3766,179864818
3767,42673445
3768,2304437822
3769,1249788296512839684
3770,1171407442141429761
3771,1532577474
3772,1335835070054195200
3773,253859583
3774,1340812078500737033
3775,1286152172158296065
3776,3253367756
3777,981367139163664385
3778,3145677197
3779,2761247004
3780,27247239
3781,1473497526502187015
3782,4755981926
3783,1074449156
3784,21256379
3785,456480243
3786,230747649
3787,1473004843367165953
3788,2305895640
3789,98259392
3790,701896082
3791,567783910
3792,750439264521850884
3793,1243194979800973312
3794,1264360957989523456
3795,115775010
3796,1462080119481110530
3797,49732748
3798,164894207
3799,2985118637
3800,90765291
3801,1700709570
3802,1688971639
3803,819298756524916746
3804,1363229203966091264
3805,351288307
3806,486605334
3807,133202366
3808,564622176
3809,1466786931342295046
3810,384311458
3811,2595294097
3812,1586629021
3813,261050492
3814,2307193490
3815,2190454754
3816,35167775
3817,889880785
3818,1922041723
3819,1198790021320495104
3820,623991930
3821,379047636
3822,1470023386264920073
3823,1473431747568316420
3824,2969644181
3825,1439050818569707523
3826,707874815848398848
3827,1259417724696039426
3828,549111421
3829,1136311997090295808
3830,1473042094470148100
3831,1472902774320939010
3832,1010338015
3833,1035739288053268481
3834,1473389591461871621
3835,897526975593689088
3836,128082772
3837,1265715499306029056
3838,169713154
3839,1469052988702564354
3840,1473380393848131587
3841,539359324
3842,1473368369126649864
3843,1473095097361260548
3844,1473357428582490118
3845,1119278732156592128
3846,1561344428
3847,1439738336596434948
3848,106241882
3849,474341092
3850,1134150162207649792
3851,4165265891
3852,1443319661198655491
3853,1420400812099055628
3854,71692292
3855,1386057126179713029
3856,768113551819104256
3857,1311902328887275521
3858,1472643971868504068
3859,59659548
3860,2482620777
3861,1373948978732011528
3862,1220875212196999168
3863,1451668584036323328
3864,1473300943697502210
3865,1268249204037750786
3866,1348146526699331585
3867,1538756088
3868,1434876992927805444
3869,2961086754
3870,935569209697845248
3871,1531506721
3872,1067488314
3873,70885650
3874,1458063582978056195
3875,23411838
3876,1453476931672985605
3877,894184426812264449
3878,1386957823343529985
3879,1472671557382438913
3880,219774285
3881,25333943
3882,1326080502353326080
3883,1472964372330946561
3884,448368670
3885,2436241700
3886,1220102969116495874
3887,1473148754727428100
3888,1271403257198448641
3889,223529453
3890,1265959946916556800
3891,1397436814521163782
3892,1469460215213039636
3893,45427203
3894,2405903280
3895,1223397307
3896,1473074237284007939
3897,1236371979705466881
3898,194386525
3899,195554412
3900,274037387
3901,1471475179180412929
3902,2340453474
3903,1461888990
3904,1401662501322952709
3905,1417457910972620808
3906,1144967641
3907,217947727
3908,1473084363323719685
3909,39369530
3910,878732072613019648
3911,1524966498
3912,751712564
3913,1473075406517456902
3914,192646623
3915,3506788655
3916,257191740
3917,3154204177
3918,1125530637186760704
3919,1472935778128957440
3920,1326323878935846917
3921,3403956203
3922,782790937
3923,810299317005283328
3924,1473039835304808452
3925,1109147576421351424
3926,74400926
3927,1469190425336594439
3928,595331005
3929,1364565513452609539
3930,54239094
3931,1457909893009129475
3932,1461048921866780675
3933,727191616071421952
3934,599556352
3935,1325280971445448704
3936,4819776815
3937,118840012
3938,1383803165007515649
3939,68730528
3940,217878432
3941,713486242491576320
3942,582451184
3943,1263152903616892928
3944,111421595
3945,1428386544344309760
3946,1582596032
3947,1456651072869568513
3948,1472981264563159043
3949,776374687370797056
3950,147317525
3951,373589725
3952,22311903
3953,1283401873714749440
3954,1602304500
3955,1384995484247465996
3956,2937564506
3957,1472970096545091589
3958,1333245805776433154
3959,913240517927870464
3960,1452642352934314000
3961,1199488021168578560
3962,1385892091553796096
3963,1239384745181470720
3964,1509654841
3965,171194115
3966,1469326255225020429
3967,1154726203
3968,1156315356354531328
3969,487166720
3970,1467343131171594247
3971,323476100
3972,66761732
3973,3308256502
3974,978405440982839296
3975,1448871649424523267
3976,1457054055117766663
3977,1441473487831404545
3978,565827483
3979,32515000
3980,884500307543113740
3981,1458980799403991043
3982,2285523043
3983,973264196
3984,828577814530113537
3985,1059290779976314880
3986,1371970861956272128
3987,103730662
3988,1179870921466626048
3989,49003424
3990,1077646159
3991,1366081282506186753
3992,3322983878
3993,2929705511
3994,1457343955293585409
3995,2535735015
3996,2342027250
3997,800302234328186880
3998,1471850584655474695
3999,695380247261216768
4000,1462342934896992259
4001,1466520248077668352
4002,1396837764067438596
4003,1297940876572991489
4004,1450331850455633923
4005,87620322
4006,1450941203059519497
4007,1458043116586471426
4008,152789802
4009,2477176508
4010,1454558579411890176
4011,1439351014814015496
4012,1579835533
4013,702236284849414151
4014,3905785419
4015,1414055864583983105
4016,1445263652148314117
4017,782035799822901249
4018,850241964
4019,1412072252225376260
4020,2249495481
4021,1303750691849199616
4022,1094676187568312321
4023,909806702261805056
4024,249019680
4025,1215602825696284673
4026,90892441
4027,461472153
4028,1057821569177792514
4029,1418727899985764353
4030,75614320
4031,3619494732
4032,1464582362688335872
4033,1469477740877434884
4034,265534213
4035,1549570921
4036,48233564
4037,1245777587449794560
4038,198152495
4039,840111042
4040,206524673
4041,1165218717015400448
4042,1044065431672152064
4043,3416524791
4044,1272213402023112705
4045,2654670282
4046,476739607
4047,1318047219518373889
4048,1151255682475126784
4049,1472765545548288003
4050,1357188153623330817
4051,1464944528004206596
4052,997672477206679552
4053,2690067127
4054,4890713112
4055,716734412
4056,269467452
4057,1429981166665404421
4058,2898557366
4059,157183784
4060,1362893031284776960
4061,1444209709259665412
4062,912431471314571265
4063,332376103
4064,39727880
4065,959038772
4066,1481629202
4067,1152770490
4068,239420989
4069,150102028
4070,3063221123
4071,1257556756630290432
4072,928378158855753728
4073,188865222
4074,2998401783
4075,1387179331164807170
4076,1320575708
4077,311786652
4078,196339913
4079,36371807
4080,1448264780654026752
4081,119048263
4082,112853991
4083,717484042354954240
4084,1472723683919769606
4085,938591141615800321
4086,4830984783
4087,1010723438
4088,162226962
4089,1054404553385369600
4090,1429980925190938625
4091,1279934065643143168
4092,1445100325363490821
4093,1439655356595113989
4094,1445072187543654407
4095,1472709983183806464
4096,1697304307
4097,101146005
4098,4866110925
4099,373613765
4100,86014080
4101,991161451103637509
4102,1437873895734972417
4103,792818204372455424
4104,154191104
4105,898331343809118208
4106,1244066405999357954
4107,404513206
4108,4052779577
4109,1082766640134131712
4110,587895516
4111,101546185
4112,271875215
4113,1251924083630985217
4114,1417481296251609088
4115,70600840
4116,270374801
4117,1140797858
4118,1361418525760438277
4119,1059463824586260482
4120,1217046195924873218
4121,139724069
4122,863108401
4123,1470688449569112071
4124,1468306830996631553
4125,746001186147471360
4126,4549976355
4127,134694019
4128,2576042211
4129,1267931186879488000
4130,1935130796
4131,159328736
4132,320157164
4133,1304912964043014146
4134,2520988146
4135,896842056181657601
4136,75695311
4137,250865943
4138,2160042162
4139,253790882
4140,1393328972604268546
4141,1437129961
4142,129736965
4143,444106596
4144,1291396780127588354
4145,2895420239
4146,1464759501735792643
4147,46982952
4148,1314635130
4149,1472409578457509888
4150,1441912228165287939
4151,803026140
4152,1365099933825708038
4153,1471237585418739715
4154,1447030691020029954
4155,3031120187
4156,701861501993402369
4157,1388668729744105476
4158,1148577560
4159,175158371
4160,771043081265307648
4161,2370581983
4162,156954279
4163,2744482463
4164,1227935695584583680
4165,263357857
4166,381670584
4167,1151158536
4168,911188471837974528
4169,940367905
4170,1424735619008417798
4171,1445173753177153551
4172,204148641
4173,276408233
4174,244559001
4175,1455926620125073414
4176,410080906
4177,1445132187372769283
4178,1180149348
4179,1363235068068515847
4180,1258265689
4181,23741545
4182,1445105701068681229
4183,1448317991737831429
4184,97735126
4185,2395426456
4186,1316887288496984066
4187,191558507
4188,1438333500747362307
4189,986154977025515522
4190,430997917
4191,1154031652911247360
4192,265540567
4193,121147398
4194,1083201285791383553
4195,1441460138653753346
4196,450050862
4197,1466821469254701060
4198,858040712738295814
4199,106509817
4200,1104080986638307329
4201,722228039157882880
4202,422972426
4203,932799090
4204,1360040096326684674
4205,36670571
4206,1236348654077820938
4207,1252932922354601986
4208,242766327
4209,992299295406673923
4210,1142987365
4211,804269101593964544
4212,1432035174661885954
4213,1453456923471355906
4214,890370265648988161
4215,1468765015700393988
4216,86374460
4217,1472542983551471618
4218,1362336824388157442
4219,38644437
4220,1472460603780661253
4221,2867277899
4222,1009370743
4223,2992877367
4224,526550141
4225,1942710811
4226,247010317
4227,198024321
4228,1470385964887511043
4229,1539683892
4230,583548195
4231,297557052
4232,23895350
4233,862769757031976960
4234,1455532594255257609
4235,1447703443334959104
4236,2923335798
4237,1468765408207552512
4238,24705949
4239,1410680511434047488
4240,2895409225
4241,1434567382073237506
4242,1231304448716234752
4243,1393051830989463559
4244,1472270384925978627
4245,1962854366
4246,702695121070981121
4247,893084840
4248,1471716142003728396
4249,823677277
4250,1274721561195565061
4251,205747234
4252,1445417750231408646
4253,1441312629155237889
4254,1471505018855432197
4255,300895791
4256,1465661281336238085
4257,26499311
4258,155522008
4259,1471894570862587913
4260,1088696242975199232
4261,1470718991832272898
4262,1470846246558617601
4263,117955820
4264,1010260164765802496
4265,2402313672
4266,213793150
4267,1471284492040089607
4268,3189107384
4269,1088064397048758277
4270,1105611976301035525
4271,239955585
4272,2419424906
4273,140527076
4274,1471922152916013063
4275,1697526576
4276,988080889371521024
4277,21184273
4278,260527207
4279,1372971060740550662
4280,138816997
4281,1002515208118530050
4282,64077076
4283,161704660
4284,709004940820217856
4285,3065059194
4286,1123056671897587712
4287,1529392964
4288,474355241
4289,984383447451004929
4290,59839834
4291,1298323711917989894
4292,223692404
4293,2248382992
4294,1311659475015786496
4295,1471685864111710214
4296,211058343
4297,813008751229861892
4298,1297154432971485190
4299,24198255
4300,57568737
4301,1454121058924208139
4302,1371923989208174594
4303,4902895565
4304,1471620320960335881
4305,1276492868408967168
4306,1464675039446540292
4307,965036684
4308,2716535198
4309,3844215261
4310,1471551380896854019
4311,1128687053863104517
4312,1437765528110645253
4313,389228100
4314,36132121
4315,241475248
4316,1349380483759693824
4317,1415372830460502026
4318,1210355598648328192
4319,186515835
4320,713820537932423170
4321,785506260665921537
4322,1316823370550444038
4323,280874527
4324,1399010771980390401
4325,891075595014197248
4326,270776039
4327,1471402611425386502
4328,2930464567
4329,3313845485
4330,242059937
4331,67056918
4332,1016022204469788672
4333,1471342974676185088
4334,1325207584488509440
4335,3301209701
4336,1299927594058559488
4337,1110550221224902656
4338,1127249832635191298
4339,531663944
4340,1394918703771291649
4341,1471255731592646658
4342,227592775
4343,1256693964218028032
4344,1470606166187290624
4345,1427362052478324742
4346,1456669899980427267
4347,556144322
4348,1195119687425609728
4349,1403711414859190273
4350,1469756178527830024
4351,962892951109058560
4352,2873149433
4353,1414779216994918403
4354,1471161738443776006
4355,1470462050765885442
4356,777628596
4357,17994112
4358,125433558
4359,1471109165837914117
4360,1471106250746494976
4361,903824413946249217
4362,1470481099973439494
4363,1398531501176897542
4364,1469580241047855108
4365,840037500
4366,1058697062680813568
4367,570966536
4368,1450468724717363200
4369,1470125523451973641
4370,303473486
4371,16205735
4372,1385144623774019585
4373,3342469996
4374,865901006747578370
4375,390937651
4376,3501674295
4377,563493455
4378,1449766722714705925
4379,813915509905326080
4380,1251317647
4381,144880572
4382,132843760
4383,1384406849265483776
4384,57893062
4385,24348023
4386,1388348352778182656
4387,2415224163
4388,1419512510789603330
4389,1426655688
4390,1470206206136532998
4391,3313148910
4392,1448862804497346573
4393,1438564915497746432
4394,885669428553072642
4395,1313177141442490368
4396,485178435
4397,1228486527216386048
4398,333828204
4399,1078850123898212353
4400,37077174
4401,1462978715940360199
4402,1455722880436633601
4403,2917834417
4404,571788456
4405,1222511897293008896
4406,17401739
4407,32153843
4408,15501403
4409,862164573088075776
4410,129855715
4411,1082072474257379328
4412,1466400856937541633
4413,1274607966671581185
4414,106550056
4415,329267361
4416,1455242963311865857
4417,538197351
4418,1462258889890709504
4419,1338271518451752962
4420,1445110066001195009
4421,702989362691051520
4422,17932533
4423,1469170415520124931
4424,1463184375999184899
4425,331014518
4426,1031206231980027907
4427,371920693
